Round,Attack,Sample_Index,Sample_Path,Seed_Path,Seed_Label,Sample_Label
1,DeepFool,0,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_0.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_FGM_sample_26.npy,"tensor(11, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,1,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_1.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_PGD_sample_23.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,2,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_2.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_FGM_sample_0.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,3,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_3.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,4,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_4.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_PGD_sample_17.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,5,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_5.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_Universal_sample_8.npy,"tensor(31, device='cuda:0')","tensor(31, device='cuda:0')"
1,DeepFool,6,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_6.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_FGM_sample_17.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,7,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_7.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_DeepFool_sample_15.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,8,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_8.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_FGM_sample_14.npy,"tensor(5, device='cuda:0')","tensor(95, device='cuda:0')"
1,DeepFool,9,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_9.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_DeepFool_sample_18.npy,"tensor(22, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,10,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_10.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_FGM_sample_23.npy,"tensor(5, device='cuda:0')","tensor(95, device='cuda:0')"
1,DeepFool,11,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_11.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_FGM_sample_13.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,12,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_12.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_Universal_sample_18.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,13,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_13.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_FGM_sample_22.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,14,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_14.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_Universal_sample_0.npy,"tensor(11, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,15,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_15.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_Universal_sample_6.npy,"tensor(92, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,16,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_16.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_DeepFool_sample_22.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,17,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_17.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(5, device='cuda:0')","tensor(95, device='cuda:0')"
1,DeepFool,18,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_18.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,19,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_19.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,20,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_20.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,21,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_21.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_Universal_sample_19.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,22,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_22.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(5, device='cuda:0')","tensor(42, device='cuda:0')"
1,DeepFool,23,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_23.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_PGD_sample_22.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,24,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_24.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(5, device='cuda:0')","tensor(15, device='cuda:0')"
1,DeepFool,25,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_25.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_Universal_sample_1.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,26,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_26.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(92, device='cuda:0')","tensor(5, device='cuda:0')"
1,DeepFool,27,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_27.npy,PyTorch/TorchVGG16/adversarial_samples/round_0_attack_PGD_sample_13.npy,"tensor(5, device='cuda:0')","tensor(22, device='cuda:0')"
1,DeepFool,28,PyTorch/TorchVGG16/adversarial_samples/round_1_attack_DeepFool_sample_28.npy,PyTorch/TorchVGG16/adversarial_samples/seed_data/initial_seed_data.npy,"tensor(15, device='cuda:0')","tensor(5, device='cuda:0')"
