Indices,Seed_path,Sample_path,"(Seed_label, Sample_label)","(Cur_Seed_label, Cur_Sample_label)"
2,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_8.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_2.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(36, 36"
8,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_8.npy,"(tensor(96, device='cuda:1'),tensor(8, device='cuda:1'))","(70, 70"
9,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_9.npy,"(tensor(26, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
10,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_10.npy,"(tensor(8, device='cuda:1'),tensor(8, device='cuda:1'))","(94, 94"
11,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_24.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_11.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(70, 70"
12,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_12.npy,"(tensor(8, device='cuda:1'),tensor(68, device='cuda:1'))","(36, 36"
14,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_14.npy,"(tensor(8, device='cuda:1'),tensor(72, device='cuda:1'))","(36, 36"
15,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_24.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_15.npy,"(tensor(8, device='cuda:1'),tensor(68, device='cuda:1'))","(70, 70"
16,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_19.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_16.npy,"(tensor(8, device='cuda:1'),tensor(68, device='cuda:1'))","(94, 94"
17,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_17.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(70, 70"
18,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_29.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_18.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(94, 94"
19,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_19.npy,"(tensor(8, device='cuda:1'),tensor(72, device='cuda:1'))","(36, 36"
20,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_15.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_20.npy,"(tensor(8, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
21,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_21.npy,"(tensor(96, device='cuda:1'),tensor(79, device='cuda:1'))","(70, 70"
30,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_8.npy,"(tensor(96, device='cuda:1'),tensor(72, device='cuda:1'))","(36, 36"
32,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_10.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(70, 70"
34,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_15.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_12.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
35,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_13.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(94, 94"
37,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_15.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(36, 36"
42,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_20.npy,"(tensor(26, device='cuda:1'),tensor(68, device='cuda:1'))","(36, 36"
43,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_21.npy,"(tensor(96, device='cuda:1'),tensor(72, device='cuda:1'))","(70, 70"
46,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_12.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_24.npy,"(tensor(96, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
47,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_25.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
52,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_0.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(70, 70"
61,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_16.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_9.npy,"(tensor(68, device='cuda:1'),tensor(68, device='cuda:1'))","(70, 70"
62,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_7.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_10.npy,"(tensor(8, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
63,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_19.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_11.npy,"(tensor(68, device='cuda:1'),tensor(8, device='cuda:1'))","(94, 94"
64,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_22.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_12.npy,"(tensor(68, device='cuda:1'),tensor(68, device='cuda:1'))","(94, 94"
65,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_13.npy,"(tensor(68, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
66,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_14.npy,"(tensor(26, device='cuda:1'),tensor(26, device='cuda:1'))","(36, 36"
67,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_15.npy,"(tensor(68, device='cuda:1'),tensor(8, device='cuda:1'))","(70, 70"
68,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_16.npy,"(tensor(26, device='cuda:1'),tensor(96, device='cuda:1'))","(94, 94"
69,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_0.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_17.npy,"(tensor(72, device='cuda:1'),tensor(72, device='cuda:1'))","(36, 36"
70,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_18.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(70, 70"
71,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_6.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_19.npy,"(tensor(14, device='cuda:1'),tensor(1, device='cuda:1'))","(94, 94"
72,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_25.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_20.npy,"(tensor(68, device='cuda:1'),tensor(8, device='cuda:1'))","(36, 36"
75,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_2.npy,"(tensor(96, device='cuda:1'),tensor(68, device='cuda:1'))","(94, 94"
76,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_3.npy,"(tensor(8, device='cuda:1'),tensor(79, device='cuda:1'))","(70, 70"
77,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_4.npy,"(tensor(24, device='cuda:1'),tensor(8, device='cuda:1'))","(70, 70"
78,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_22.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_5.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(94, 94"
80,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_7.npy,"(tensor(96, device='cuda:1'),tensor(72, device='cuda:1'))","(36, 36"
83,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_10.npy,"(tensor(8, device='cuda:1'),tensor(96, device='cuda:1'))","(70, 70"
85,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_2.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_12.npy,"(tensor(8, device='cuda:1'),tensor(96, device='cuda:1'))","(36, 36"
86,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_12.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_13.npy,"(tensor(96, device='cuda:1'),tensor(68, device='cuda:1'))","(94, 94"
87,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_10.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_14.npy,"(tensor(8, device='cuda:1'),tensor(1, device='cuda:1'))","(36, 36"
90,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_17.npy,"(tensor(1, device='cuda:1'),tensor(96, device='cuda:1'))","(36, 36"
91,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_18.npy,"(tensor(96, device='cuda:1'),tensor(72, device='cuda:1'))","(36, 36"
96,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_23.npy,"(tensor(14, device='cuda:1'),tensor(72, device='cuda:1'))","(70, 70"
97,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_24.npy,"(tensor(96, device='cuda:1'),tensor(8, device='cuda:1'))","(70, 70"
101,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_19.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_28.npy,"(tensor(1, device='cuda:1'),tensor(96, device='cuda:1'))","(36, 36"
103,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_0.npy,"(tensor(8, device='cuda:1'),tensor(68, device='cuda:1'))","(36, 36"
106,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_27.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_3.npy,"(tensor(26, device='cuda:1'),tensor(26, device='cuda:1'))","(36, 36"
108,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_5.npy,"(tensor(72, device='cuda:1'),tensor(1, device='cuda:1'))","(36, 36"
109,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_6.npy,"(tensor(8, device='cuda:1'),tensor(1, device='cuda:1'))","(94, 94"
112,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_9.npy,"(tensor(1, device='cuda:1'),tensor(1, device='cuda:1'))","(70, 70"
113,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_10.npy,"(tensor(8, device='cuda:1'),tensor(68, device='cuda:1'))","(36, 36"
114,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_11.npy,"(tensor(14, device='cuda:1'),tensor(96, device='cuda:1'))","(36, 36"
116,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_13.npy,"(tensor(8, device='cuda:1'),tensor(1, device='cuda:1'))","(36, 36"
117,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_2.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_Universal_sample_14.npy,"(tensor(8, device='cuda:1'),tensor(68, device='cuda:1'))","(36, 36"
