Indices,Seed_path,Sample_path,"(Seed_label, Sample_label)","(Cur_Seed_label, Cur_Sample_label)"
0,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_6.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_0.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(38, 38"
1,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_12.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_1.npy,"(tensor(96, device='cuda:1'),tensor(8, device='cuda:1'))","(38, 38"
3,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_3.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(38, 38"
4,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_12.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_4.npy,"(tensor(8, device='cuda:1'),tensor(8, device='cuda:1'))","(38, 38"
5,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_5.npy,"(tensor(96, device='cuda:1'),tensor(79, device='cuda:1'))","(38, 38"
8,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_8.npy,"(tensor(96, device='cuda:1'),tensor(8, device='cuda:1'))","(38, 38"
9,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_9.npy,"(tensor(26, device='cuda:1'),tensor(8, device='cuda:1'))","(38, 38"
10,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_10.npy,"(tensor(8, device='cuda:1'),tensor(8, device='cuda:1'))","(38, 38"
11,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_24.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_11.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(22, 22"
12,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_12.npy,"(tensor(8, device='cuda:1'),tensor(68, device='cuda:1'))","(55, 55"
13,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_13.npy,"(tensor(8, device='cuda:1'),tensor(72, device='cuda:1'))","(38, 38"
14,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_14.npy,"(tensor(8, device='cuda:1'),tensor(72, device='cuda:1'))","(38, 38"
