Indices,Seed_path,Sample_path,"(Seed_label, Sample_label)","(Cur_Seed_label, Cur_Sample_label)"
3,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_3.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(6, 33)"
7,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_7.npy,"(tensor(8, device='cuda:1'),tensor(1, device='cuda:1'))","(6, 76)"
17,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_17.npy,"(tensor(96, device='cuda:1'),tensor(1, device='cuda:1'))","(6, 76)"
24,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_2.npy,"(tensor(96, device='cuda:1'),tensor(72, device='cuda:1'))","(6, 76)"
30,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_8.npy,"(tensor(96, device='cuda:1'),tensor(72, device='cuda:1'))","(76, 25)"
34,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_15.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_12.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(76, 6)"
35,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_13.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(94, 76)"
36,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_0.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_14.npy,"(tensor(8, device='cuda:1'),tensor(96, device='cuda:1'))","(6, 33)"
45,PyTorch/TorchLeNet5/adversarial_samples/seed_data/initial_seed_data.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_23.npy,"(tensor(8, device='cuda:1'),tensor(96, device='cuda:1'))","(6, 76)"
46,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_12.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_24.npy,"(tensor(96, device='cuda:1'),tensor(8, device='cuda:1'))","(33, 6)"
47,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_25.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(6, 76)"
52,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_Universal_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_0.npy,"(tensor(1, device='cuda:1'),tensor(8, device='cuda:1'))","(76, 6)"
53,PyTorch/TorchLeNet5/adversarial_samples/seed_data/initial_seed_data.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_1.npy,"(tensor(24, device='cuda:1'),tensor(96, device='cuda:1'))","(6, 76)"
54,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_12.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_2.npy,"(tensor(72, device='cuda:1'),tensor(8, device='cuda:1'))","(33, 76)"
59,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_18.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_7.npy,"(tensor(72, device='cuda:1'),tensor(8, device='cuda:1'))","(6, 76)"
60,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_8.npy,"(tensor(1, device='cuda:1'),tensor(1, device='cuda:1'))","(76, 6)"
67,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_DeepFool_sample_15.npy,"(tensor(68, device='cuda:1'),tensor(8, device='cuda:1'))","(33, 6)"
75,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_2.npy,"(tensor(96, device='cuda:1'),tensor(68, device='cuda:1'))","(6, 76)"
76,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_3.npy,"(tensor(8, device='cuda:1'),tensor(79, device='cuda:1'))","(6, 76)"
80,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_7.npy,"(tensor(96, device='cuda:1'),tensor(72, device='cuda:1'))","(6, 76)"
83,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_FGM_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_PGD_sample_10.npy,"(tensor(8, device='cuda:1'),tensor(96, device='cuda:1'))","(6, 33)"
